Food_Code,Ingredient_Num,FCID_Code
11460250,9,1202260000
11460250,10,1301320000
11460250,11,1302057000
11460250,12,1307359000
11460250,13,2402023000
11460250,14,1002199000
11460250,15,1902354000
11460250,16,9500115000
11460250,17,9500116000
11460250,18,9500218000
11460300,1,3600224000
11460300,2,3600223000
11460300,3,9500362000
11460300,4,101052000
11460300,5,1201090000
11460300,6,1202260000
11460300,7,1301320000
11460300,8,1302057000
11460300,9,1307359000
11460300,10,2402023000
11460300,11,3600222000
11460300,12,1002199000
11460300,13,1902354000
11460300,14,9500115000
11460300,15,9500116000
11460300,16,9500218000
11460400,1,3600224000
11460400,2,3600223000
11460400,3,9500110000
11460400,4,3600222000
11460410,1,3600224000
11460410,2,3600223000
11460410,3,1500123000
11460410,4,1201090000
11460410,5,1202260000
11460410,6,1301320000
11460410,7,1302057000
11460410,8,1307359000
11460410,9,2402023000
11460410,10,3600222000
11460410,11,1002199000
11460410,12,1902354000
11460410,13,9500115000
11460410,14,9500116000
11460410,15,9500218000
11460420,1,3600224000
11460420,2,9500362000
11460420,3,101052000
11460420,4,3600223000
11460420,5,3600222000
11460420,6,9500110000
11460420,7,1201090000
11460420,8,1202260000
11460420,9,1301320000
11460420,10,1302057000
11460420,11,1307359000
11460420,12,1902354000
11460420,13,2402023000
11460430,1,3600224000
11460430,2,9500362000
11460430,3,101052000
11460430,4,3600223000
11460430,5,3600222000
11460430,6,9500110000
11460440,1,3600224000
11460440,2,9500362000
11460440,3,101052000
11460440,4,3600223000
11460440,5,3600222000
11460440,6,1201090000
11460440,7,1202260000
11460440,8,1301320000
11460440,9,1302057000
11460440,10,1307359000
11460440,11,2402023000
11460440,12,1902354000
11461000,1,3600224000
11461000,2,1400114000
11461000,3,9500362000
11461000,4,101052000
11461000,5,3600223000
11461000,6,3600222000
11461000,7,1500124000
11461000,8,9500110000
11461000,9,1201090000
11461000,10,1202260000
11461000,11,1301320000
11461000,12,1302057000
11461000,13,1307359000
11461000,14,1902354000
11461000,15,2402023000
11461200,1,3600224000
11461200,2,1500402000
11461200,3,9500362000
11461200,4,101052000
11461200,5,3600223000
11461200,6,3600222000
11461200,7,600350000
11461200,8,3400292000
11461200,9,3100046000
11461200,10,2003128000
11461200,11,1201090000
11461200,12,1202260000
11461200,13,1301320000
11461200,14,1302057000
11461200,15,1307359000
11461200,16,1902354000
11461200,17,2402023000
11461250,1,3600224000
11461250,2,9500362000
11461250,3,1500402000
11461250,4,101052000
11461250,5,3600222000
11461250,6,3600223000
11461250,7,600350000
11461250,8,9500110000
11461250,9,2003128000
11461250,10,1902354000
11461260,1,3600224000
11461260,2,1500402000
11461260,3,9500362000
11461260,4,3600223000
11461260,5,101052000
11461260,6,3600222000
11461260,7,3400292000
11461260,8,3100046000
11461260,9,600350000
11461260,10,1902354000
11461260,11,2003128000
11461260,12,1201090000
11461260,13,1202260000
11461260,14,1301320000
11461260,15,1302057000
11461260,16,1307359000
11461260,17,2402023000
11461270,1,3600224000
11461270,2,3600223000
11461270,3,1500402000
11461270,4,3600222000
11461270,5,1201090000
11461270,6,1202260000
11461270,7,1301320000
11461270,8,1302057000
11461270,9,1307359000
11461270,10,2402023000
11461270,11,9500362000
11461270,12,101052000
11461270,13,600350000
11461270,14,2003128000
11461270,15,1002199000
11461270,16,1902354000
11461270,17,9500115000
11461270,18,9500116000
11461270,19,9500218000
11461280,1,3600224000
11461280,2,9500362000
11461280,3,1500402000
11461280,4,101052000
11461280,5,3600222000
11461280,6,3600223000
11461280,7,600350000
11461280,8,9500110000
11461280,9,2003128000
11461280,10,1902354000
11480010,1,3600224000
11480010,2,3600223000
11480010,3,3600222000
11480040,1,3600224000
11480040,2,1500124000
11480040,3,3600223000
11480040,4,1500233001
11480040,5,3600222000
11480040,6,2402023000
11480040,7,1302057000
11480040,8,1201090000
11480040,9,1202260000
11480040,10,1301320000
11480040,11,1307359000
11511000,1,3600224000
11511000,2,3600223000
11511000,3,3600222000
11511000,4,9500362000
11511000,5,101052000
11511000,6,9500110000
11511100,1,3600224000
11511100,2,3600223000
11511100,3,3600222000
11511100,4,9500362000
11511100,5,101052000
11511100,6,9500110000
11511200,1,3600224000
11511200,2,3600223000
11511200,3,9500362000
11511200,4,101052000
11511200,5,3600222000
11511200,6,9500110000
11511200,7,103082000
11511200,8,9500115000
11511200,9,9500116000
11511300,1,3600224000
11511300,2,3600223000
11511300,3,9500362000
11511300,4,101052000
11511300,5,9500110000
11511300,6,3600222000
11511400,1,3600224000
11511400,2,3600223000
11511400,3,9500362000
11511400,4,101052000
11511400,5,3600222000
11511400,6,9500110000
11511400,7,103082000
11511400,8,9500115000
11511400,9,9500116000
11512000,1,3600224000
11512000,2,3600223000
11512000,3,9500362000
11512000,4,9500110000
11512000,5,101052000
11512000,6,3600222000
11512500,1,8602000000
11512500,2,3600224000
11512500,3,3600223000
11512500,4,3600222000
11512500,5,9500109000
11512500,6,9500362000
11512500,7,101052000
11512500,8,1902105000
11512510,1,8602000000
11512510,2,3600224000
11512510,3,3600223000
11512510,4,9500109000
11512510,5,9500362000
11512510,6,101052000
11512510,7,3600222000
11512510,8,1902105000
11513000,1,3600224000
11513000,2,1500124000
11513000,3,3600223000
11513000,4,3600222000
11513000,5,9500110000
11513000,6,600350000
11513100,1,3600224000
11513100,2,1500124000
11513100,3,3600223000
11513100,4,3600222000
11513100,5,9500110000
11513100,6,600350000
11513150,1,3600224000
11513150,2,1500124000
11513150,3,3600223000
11513150,4,3600222000
11513150,5,9500110000
11513150,6,600350000
11513200,1,3600224000
11513200,2,1500124000
11513200,3,3600223000
11513200,4,9500110000
11513200,5,3600222000
11513200,6,600350000
11513300,1,3600224000
11513300,2,1500124000
11513300,3,3600223000
11513300,4,9500110000
11513300,5,3600222000
11513300,6,600350000
11513400,1,3600224000
11513400,2,1500124000
11513400,3,3600223000
11513400,4,3600222000
11513400,5,9500110000
11513500,1,3600224000
11513500,2,1500124000
11513500,3,3600223000
11513500,4,3600222000
11513500,5,9500110000
11513550,1,3600224000
11513550,2,1500124000
11513550,3,3600223000
11513550,4,3600222000
11513550,5,9500110000
11513600,1,3600224000
11513600,2,1500124000
11513600,3,3600223000
11513600,4,3600222000
11513600,5,9500110000
11513700,1,3600224000
11513700,2,1500124000
11513700,3,3600223000
11513700,4,9500110000
11513700,5,3600222000
11514100,1,8602000000
11514100,2,1500124000
11514100,3,3600223000
11514100,4,9500110000
11514100,5,1400114000
11514100,6,3600224000
11514100,7,3600222000
11514100,8,9500275000
11514300,1,8602000000
11514300,2,9500110000
11514300,3,3600223000
11514300,4,3600224000
11514300,5,3600222000
11514300,6,600350000
11514500,1,3600224000
11514500,2,3600223000
11514500,3,9500110000
11514500,4,3600222000
11514500,5,600350000
11514500,6,2003128000
11516000,1,3600224000
11516000,2,3600223000
11516000,3,9500110000
11516000,4,3600222000
11516000,5,600350000
11516000,6,2003128000
11518000,1,8602000000
11518000,2,3600223000
11518000,3,9500110000
11518000,4,3600224000
11518000,5,1500124000
11518000,6,1400114000
11518000,7,3600222000
11518050,1,8602000000
11518050,2,3600223000
11518050,3,3600224000
11518050,4,1500124000
11518050,5,1400114000
11518050,6,3600222000
11518100,1,8602000000
11518100,2,3600223000
11518100,3,9500110000
11518100,4,3600224000
11518100,5,1500124000
11518100,6,1400114000
11518100,7,3600222000
11519000,1,3600224000
11519000,2,3600223000
11519000,3,1500124000
11519000,4,3600222000
11519000,5,1500123000
11519000,6,103082000
11519000,7,103298000
11519000,8,1500325000
11519000,9,1500402000
11519040,1,3600224000
11519040,2,3600223000
11519040,3,1500124000
11519040,4,3600222000
11519040,5,1500123000
11519040,6,103082000
11519040,7,103298000
11519040,8,1500325000
11519040,9,1500402000
11519050,1,3600224000
11519050,2,3600223000
11519050,3,1500124000
11519050,4,3600222000
11519050,5,1500123000
11519050,6,103082000
11519050,7,103298000
11519050,8,1500325000
11519050,9,1500402000
11519105,1,3600224000
11519105,2,3600223000
11519105,3,1500124000
11519105,4,1500123000
11519105,5,3600222000
11519105,6,103082000
11519105,7,103298000
11519105,8,1500325000
11519105,9,1500402000
11519200,1,3600224000
11519200,2,3600223000
11519200,3,1500124000
11519200,4,1500123000
11519200,5,3600222000
11519200,6,103082000
11519200,7,103298000
11519200,8,1500325000
11519200,9,1500402000
11519205,1,3600224000
11519205,2,3600223000
11519205,3,1500124000
11519205,4,1500123000
11519205,5,3600222000
11519205,6,103082000
11519205,7,103298000
11519205,8,1500325000
11519205,9,1500402000
11520000,1,3600224000
11520000,2,3600223000
11520000,3,1500124000
11520000,4,3600222000
11520000,5,9500110000
11520000,6,1500402000
11520000,7,1500026000
11521000,1,3600224000
11521000,2,3600223000
11521000,3,1500124000
11521000,4,3600222000
11521000,5,9500110000
11521000,6,1500402000
11521000,7,1500026000
11522000,1,3600224000
11522000,2,3600223000
11522000,3,1500124000
11522000,4,3600222000
11522000,5,9500110000
11522000,6,1500402000
11522000,7,1500026000
11525000,1,3600224000
11525000,2,3600223000
11525000,3,1500124000
11525000,4,3600222000
11525000,5,1500026000
11525000,6,600348000
11525000,7,1500123000
11525000,8,103082000
11525000,9,103298000
11525000,10,1500325000
11525000,11,1500402000
11526000,1,3600224000
11526000,2,3600223000
11526000,3,1500124000
11526000,4,3600222000
11526000,5,9500110000
11526000,6,1500026000
11527000,1,3600224000
11527000,2,3600223000
11527000,3,1500124000
11527000,4,3600222000
11527000,5,9500110000
11527000,6,1500026000
11531000,1,3600224000
11531000,2,7000145000
11531000,3,3600223000
11531000,4,9500362000
11531000,5,3600222000
11531000,6,101052000
11531000,7,1902354000
11531500,1,3600224000
11531500,2,7000145000
11531500,3,3600223000
11531500,4,9500362000
11531500,5,101052000
11531500,6,1902354000
11531500,7,3600222000
11541000,1,3600224000
11541000,2,1500124000
11541000,3,3600223000
11541000,4,8602000000
11541000,5,9500362000
11541000,6,3600222000
11541000,7,101052000
11541000,8,9500110000
11541000,9,1902354000
11541000,10,1201090000
11541000,11,1202260000
11541000,12,1301320000
11541000,13,1302057000
11541000,14,1307359000
11541000,15,2402023000
11541100,1,3600224000
11541100,2,1500124000
11541100,3,3600223000
11541100,4,1307359000
11541100,5,3600222000
11541100,6,9500362000
11541100,7,101052000
11541100,8,1902354000
11541100,9,1201090000
11541100,10,1202260000
11541100,11,1301320000
11541100,12,1302057000
11541100,13,2402023000
11541110,1,3600224000
11541110,2,1500124000
11541110,3,3600223000
11541110,4,3600222000
11541110,5,9500362000
11541110,6,101052000
11541110,7,9500110000
11541110,8,3400292000
11541110,9,3100046000
11541120,1,3600224000
11541120,2,1500124000
11541120,3,3600223000
11541120,4,1307359000
11541120,5,3600222000
11541120,6,9500362000
11541120,7,101052000
11541120,8,1902354000
11541120,9,1201090000
11541120,10,1202260000
11541120,11,1301320000
11541120,12,1302057000
11541120,13,2402023000
11541400,1,3600224000
11541400,2,3600223000
11541400,3,8602000000
11541400,4,9500362000
11541400,5,3600222000
11541400,6,101052000
11541400,7,1500124000
11541400,8,1500402000
11541400,9,1500026000
11541400,10,1902354000
11541400,11,1201090000
11541400,12,1202260000
11541400,13,1301320000
11541400,14,1302057000
11541400,15,1307359000
11541400,16,2402023000
11541500,1,1500124000
11541500,2,3600223000
11541500,3,9500110000
11541500,4,3600222000
11541500,5,3600224000
11541510,1,1500124000
11541510,2,3600223000
11541510,3,3600222000
11541510,4,3600224000
11542100,1,1500124000
11542100,2,3600223000
11542100,3,600350000
11542100,4,9500110000
11542100,5,1500123000
11542100,6,3600224000
11542100,7,2003128000
11542100,8,3600222000
11542100,9,103082000
11542100,10,103298000
11542100,11,1500325000
11542100,12,1500402000
11542200,1,1500124000
11542200,2,3600223000
11542200,3,600350000
11542200,4,3600224000
11542200,5,2003128000
11542200,6,1500123000
11542200,7,3600222000
11542200,8,1902354000
11542200,9,103082000
11542200,10,103298000
11542200,11,1500325000
11542200,12,1500402000
11551050,1,3600224000
11551050,2,2402023000
11551050,3,1307359000
11551050,4,3600223000
11551050,5,9500362000
11551050,6,101052000
11551050,7,3600222000
11552200,1,1001241000
11552200,2,8602000000
11552200,3,3600223000
11552200,4,9500362000
11552200,5,101052000
11552200,6,3600224000
11552200,7,3600222000
11552200,8,1307359000
11552200,9,2403279000
11553000,1,3600224000
11553000,2,2402023000
11553000,3,1307359000
11553000,4,8602000000
11553000,5,1001241000
11553000,6,1500124000
11553000,7,9500362000
11553000,8,3600223000
11553000,9,101052000
11553000,10,3600222000
11553000,11,1902354000
11553000,12,1002199000
11553000,13,1201090000
11553000,14,1202260000
11553000,15,1301320000
11553000,16,1302057000
11553000,17,9500115000
11553000,18,9500116000
11553000,19,9500218000
11553100,1,3600224000
11553100,2,2402023000
11553100,3,1307359000
11553100,4,8602000000
11553100,5,1001241000
11553100,6,1500124000
11553100,7,9500362000
11553100,8,3600223000
11553100,9,101052000
11553100,10,3600222000
11553100,11,1902354000
11553100,12,1002199000
11553100,13,1201090000
11553100,14,1202260000
11553100,15,1301320000
11553100,16,1302057000
11553100,17,9500115000
11553100,18,9500116000
11553100,19,9500218000
11560000,1,1500124000
11560000,2,3600223000
11560000,3,1400114000
11560000,4,9500110000
11560000,5,3600224000
11560000,6,3600222000
11560020,1,1500124000
11560020,2,3600223000
11560020,3,1400114000
11560020,4,9500110000
11560020,5,3600224000
11560020,6,3600222000
11561000,1,8602000000
11561000,2,3600224000
11561000,3,3600223000
11561000,4,3600222000
11561000,5,9500115000
11561010,1,8602000000
11561010,2,3600224000
11561010,3,3600223000
11561010,4,9500362000
11561010,5,101052000
11561010,6,3600222000
11561010,7,9500115000
11611000,1,3600224000
11611000,2,3600223000
11611000,3,9500362000
11611000,4,3600222000
11611000,5,101052000
11611000,6,1500124000
11611000,7,9500110000
11611000,8,600348000
11611000,9,600350000
11612000,1,3600224000
11612000,2,3600223000
11612000,3,9500362000
11612000,4,3600222000
11612000,5,101052000
11612000,6,1500124000
11612000,7,9500110000
11612000,8,600348000
11612000,9,600350000
11613000,1,3600224000
11613000,2,3600223000
11613000,3,3600222000
11613000,4,9500110000
11613000,5,7000146000
11613000,6,9500335000
11613000,7,1500123000
11613000,8,600350000
11613000,9,103082000
11613000,10,103298000
11613000,11,1500325000
11613000,12,1500402000
11621000,1,3600224000
11621000,2,3600223000
11621000,3,9500362000
11621000,4,101052000
11621000,5,1500125000
11621000,6,3600222000
11623000,1,3600224000
11623000,2,3600223000
11623000,3,9500362000
11623000,4,101052000
11623000,5,1500125000
11623000,6,3600222000
11623000,7,1002199000
11623000,8,1902354000
11623000,9,9500115000
11623000,10,9500116000
11623000,11,9500218000
11631000,1,3600224000
11631000,2,3600223000
11631000,3,9500362000
11631000,4,101052000
11631000,5,1500124000
11631000,6,600350000
11631000,7,600348000
11631000,8,3600222000
11641000,1,1500124000
11641000,2,3600223000
11641000,3,9500362000
11641000,4,101052000
11641000,5,600350000
11641000,6,600348000
11641020,1,1500124000
11641020,2,3600223000
11641020,3,9500362000
11641020,4,101052000
11641020,5,600350000
11641020,6,600348000
11710000,1,3600225001
11710000,2,1500124001
11710000,3,3600223001
11710000,4,1400114001
11710000,5,600350001
11710000,6,9500244001
11710000,7,2002330001
11710000,8,600348001
11710000,9,2002365001
11710000,10,9500362001
11710000,11,101052001
11710000,12,9500335001
11710050,1,103082001
11710050,2,9500362001
11710050,3,3600223001
11710050,4,1400114001
11710050,5,101052001
11710050,6,2002330001
11710050,7,600350001
11710051,1,103082001
11710051,2,9500362001
11710051,3,3600223001
11710051,4,1400114001
11710051,5,101052001
11710051,6,2002330001
11710051,7,600350001
11710053,1,8602000000
11710053,2,3600225001
11710053,3,3600223001
11710053,4,2002330001
11710053,5,600350001
11710061,1,8602000000
11710061,2,3600225001
11710061,3,3600223001
11710061,4,2002330001
11710061,5,1400114001
11710061,6,600350001
11710063,1,8602000000
11710063,2,3600225001
11710063,3,3600223001
11710063,4,2002330001
11710063,5,1400114001
11710063,6,600350001
11710100,1,3600225001
11710100,2,9500244001
11710100,3,3600223001
11710100,4,600350001
11710100,5,1400114001
11710100,6,2002365001
11710100,7,9500335001
11710101,1,3600225001
11710101,2,9500244001
11710101,3,3600223001
11710101,4,600350001
11710101,5,1400114001
11710101,6,2002365001
11710101,7,9500335001
11710102,1,8602000000
11710102,2,3600225001
11710102,3,9500244001
11710102,4,3600223001
11710102,5,600350001
11710102,6,1400114001
11710102,7,2002365001
11710102,8,9500335001
11710103,1,8602000000
11710103,2,3600225001
11710103,3,9500244001
11710103,4,3600223001
11710103,5,600350001
11710103,6,1400114001
11710103,7,2002365001
11710110,1,3600225001
11710110,2,3600223001
11710110,3,9500244001
11710110,4,600350001
11710110,5,1400114001
11710110,6,2002365001
11710110,7,9500335001
11710111,1,3600225001
11710111,2,3600223001
11710111,3,9500244001
11710111,4,600350001
11710111,5,1400114001
11710111,6,2002365001
11710111,7,9500335001
11710112,1,8602000000
11710112,2,3600225001
11710112,3,600350001
11710112,4,1400114001
11710112,5,3600223001
11710112,6,9500335001
11710113,1,8602000000
11710113,2,3600225001
11710113,3,3600223001
11710113,4,9500244001
11710113,5,600350001
11710113,6,1400114001
11710113,7,2002365001
11710123,1,8602000000
11710123,2,3600225001
11710123,3,3600223001
11710123,4,9500244001
11710123,5,600350001
11710123,6,1400114001
11710123,7,2002365001
11710200,1,3600225001
11710200,2,3600223001
11710200,3,2002330001
11710200,4,1400114001
11710200,5,600350001
11710201,1,3600225001
11710201,2,3600223001
11710201,3,2002330001
11710201,4,1400114001
11710201,5,600350001
11710202,1,8602000000
11710202,2,3600225001
11710202,3,3600223001
11710202,4,2002330001
11710202,5,1400114001
11710202,6,600350001
11710203,1,8602000000
11710203,2,3600225001
11710203,3,3600223001
11710203,4,2002330001
11710203,5,1400114001
11710203,6,600350001
11710250,1,1500123001
11710250,2,3600225001
11710250,3,1400114001
11710250,4,3600223001
11710250,5,600350001
11710350,1,3600225001
11710350,2,3600223001
11710350,3,600350001
11710350,4,2002330001
11710350,5,1400114001
11710351,1,3600225001
11710351,2,3600223001
11710351,3,2002330001
11710351,4,1400114001
11710351,5,600350001
11710352,1,8602000000
11710352,2,3600225001
11710352,3,3600223001
11710352,4,2002330001
11710352,5,1400114001
11710352,6,600350001
11710353,1,8602000000
11710353,2,3600225001
